year,mediation ID,lateral,negotiation ID,conflict locale,conflict sub-locale,locale Gleditsch ID,third_party_type,third_party_locale,third_party,third_party Gleditsch ID,location of neogitations,negotiation location Gleditsch ID,negotiation type,leading actor,leading actor 2,leading actor 3,good offices,mediation,hosting talks,negotiating and drafting,manipulating,humanitarian,witness/party to agreement,other,agreement,peace agreement,ceasfire agreement,agreement name,notes_1,source_1,note_2,source_2,note_3,source_3,note_4,source_4,note_5,source_5,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
2013,127,multilateral,,South Sudan,,SSD,regional,african,AU,,South Sudan,SSD,R,AU,,,0,1,1,0,0,0,0,1,0,0,0,,"""The conflict parties engaged in negotiations mediated by the AUHIP from 24 to 27 April 2013. Throughout May and July 2013, tensions over accusations between both sides concerning support for rebel groups began to increase. On 22 July 2013, the African Union established an ad hoc mechanism to investigate these claims.  In late July 2013, Sudan halted oil transportation in response to South Sudanese support to the Sudan People’s Liberation Army/Movement – North (SPLM/A-N). The Sudan President had met with AUHIP delegates before announcing this decision.""",APP,The term 'other' refers to the AU's establishment of a mechanism to investigate accusations of the two governments' support of rebels.,,,,,,,,,,,,,,,,
2013,128,multilateral,,South Sudan,,SSD,regional,african,AU,,,,R,AU,,,0,1,1,0,0,0,0,0,0,0,0,,"""On 28 November 2013, Sudanese and South Sudanese security delegates met for negotiations mediated by the AUHIP in Khartoum. The AUHIP was unable to make progress on creating the demilitarized security zone during this round of negotiations. Armed fighting between Sudan and South Sudan resumed in mid-December.""",APP,,,,,,,,,,,,,,,,,
2013,132,unilateral,,South Sudan,,SSD,nonstate,western,James Ellery,,South Sudan,SSD,N,James Ellery,,,0,1,0,0,0,0,0,0,0,0,0,,"""The South Sudan Democratic Movement/Army (SSDM/A) - Cobra Faction has its roots in the SSDM/A, though it did not form as a splinter faction. The SSDM/A - Cobra Faction was established by David Yau Yau in 2013, a year after the SSDM/A forces had been integrated into the national army following mediation by the South Sudan Council of Churches. In 2011, the South Sudanese government had offered a presidential amnesty to Yau Yau and his fighters in return to their integration in the government army. However, this peace was short-lived and Yau Yau defected to Sudan in April 2012. Sudan’s National Intelligence and Security Services facilitated repeated airdrops of weapons and ammunition across different locations throughout 2012 and 2013. Yau Yau’s defection to Sudan escalated into a full-blown insurgency in 2013, with many Murle joining the rebellion in response to the government’s disarmament campaign. The government issued an ultimatum to respond to an amnesty on 5 June 2013. However, armed clashes between the conflict parties continued. Yau Yau and his Murle fighters objected to mediation by the South Sudan Council of Churches because Archbishop Daniel Deng being a Dinka Bor. In the first half of 2013, a mediation effort was conducted by a British defense contractor of AEGIS Defense Services (UK), James Ellery, hired by the South Sudanese government. This mediation effort was conducted in the first three months of 2013 and was aimed at initiating formal negotiations, but the mediation effort failed. UNMISS engaged the government, but also supported Ellery’s effort, providing both logistics and security. Ellery met with Yau Yau six time at various place in Pibor county, but Yau Yau did not agree to official negotiations. Governments forces launched a military operation on 5 March in spite of efforts by the UNMISS leadership to persuade the government to refrain from such an operation. In addition, UNMISS flew Ellery to Pibor county on 13 March to get Yau Yau’s consent to a 48-hour ceasefire, but this effort failed."" ",APP,,,,,,,,,,,,,,,,,
2013,133,multilateral,,South Sudan,,SSD,global,international,UN,,South Sudan,SSD,N,James Ellery,,,0,0,0,0,0,0,0,1,0,0,0,,"""The South Sudan Democratic Movement/Army (SSDM/A) - Cobra Faction has its roots in the SSDM/A, though it did not form as a splinter faction. The SSDM/A - Cobra Faction was established by David Yau Yau in 2013, a year after the SSDM/A forces had been integrated into the national army following mediation by the South Sudan Council of Churches. In 2011, the South Sudanese government had offered a presidential amnesty to Yau Yau and his fighters in return to their integration in the government army. However, this peace was short-lived and Yau Yau defected to Sudan in April 2012. Sudan’s National Intelligence and Security Services facilitated repeated airdrops of weapons and ammunition across different locations throughout 2012 and 2013. Yau Yau’s defection to Sudan escalated into a full-blown insurgency in 2013, with many Murle joining the rebellion in response to the government’s disarmament campaign. The government issued an ultimatum to respond to an amnesty on 5 June 2013. However, armed clashes between the conflict parties continued. Yau Yau and his Murle fighters objected to mediation by the South Sudan Council of Churches because Archbishop Daniel Deng being a Dinka Bor. In the first half of 2013, a mediation effort was conducted by a British defense contractor of AEGIS Defense Services (UK), James Ellery, hired by the South Sudanese government. This mediation effort was conducted in the first three months of 2013 and was aimed at initiating formal negotiations, but the mediation effort failed. UNMISS engaged the government, but also supported Ellery’s effort, providing both logistics and security. Ellery met with Yau Yau six time at various place in Pibor county, but Yau Yau did not agree to official negotiations. Governments forces launched a military operation on 5 March in spite of efforts by the UNMISS leadership to persuade the government to refrain from such an operation. In addition, UNMISS flew Ellery to Pibor county on 13 March to get Yau Yau’s consent to a 48-hour ceasefire, but this effort failed."" ",APP,The term 'other' refers to the support of UNMISS for James Ellery's mediation efforts.,,,,,,,,,,,,,,,,
2013,134,multilateral,,South Sudan,,SSD,nonstate,western,James Ellery,,South Sudan,SSD,N,James Ellery,,,0,0,0,0,0,0,0,1,0,0,0,,"""The Ellery mediation effort was conducted in the first three months of 2013 and was aimed at initiating formal negotiations, but the mediation effort failed. UNMISS engaged the government, but also supported Ellery’s effort, providing both logistics and security.""",APP,The term 'other' refers to Jame Ellery's attempts to initiate formal mediation and negotiations.,,,,,,,,,,,,,,,,
2013,134,multilateral,,South Sudan,,SSD,global,international,UN,,South Sudan,SSD,N,James Ellery,,,0,0,0,0,0,0,0,1,0,0,0,,"""The Ellery mediation effort was conducted in the first three months of 2013 and was aimed at initiating formal negotiations, but the mediation effort failed. UNMISS engaged the government, but also supported Ellery’s effort, providing both logistics and security.""",APP,The term 'other' refers to UNMISS's attempt to engage the Sudanese governments in negotiations.,,,,,,,,,,,,,,,,
2013,135,unilateral,,South Sudan,,SSD,nonstate,african,Local Murle elites,,South Sudan,SSD,N,Local Murle elites,,,0,0,0,0,0,0,0,1,0,0,0,,"""A mediation attempt to initiate official negotiations by local Murle elites and interlocutors close to the Juba government on 19 and 20 May 2013 also failed.""",APP,The term 'other' refers to the Murle elites' attempts to initiate negotiations.,,,,,,,,,,,,,,,,
2013,136,multilateral,,South Sudan,,SSD,nonstate,african,Equatorian Church Leaders,,South Sudan,SSD,N,Equatorian Church Leaders,,,0,1,0,0,,0,0,0,0,0,0,,"""A mediation team of three nationally respected church officials from Equatoria – namely Catholic bishop Paride Taban, along with Bishop Paul Benjamin Yugusuk of the Episcopal Church and Bishop Arkanjelo Wani Lemi of the African Inland Church – was initiated at a meeting in Addis Ababa in August 2013. This mediation effort, dubbed the Church Leaders’ Mediation Initiative (CLMI), was supported by the Dutch NGO PAX and also received logistical support from Norwegian Church Aid and UNMISS. During the meeting in Addis Ababa in August 2013, the bishops agreed with representatives of the SSDM/A-Cobra Faction to enter into negotiations with the government. With President Kiir’s blessing, the bishops and the Presbyterian Murle pastor Orozu Lokine subsequently met with Yau Yau in Kongor in September 2013. The onset of the civil war between the South Sudanese government and the Sudan People’s Liberation Army/Movement-In Opposition (SPLM/A-IO) strengthened the government’s commitment to a deal with Yau Yau as the government needed soldiers to fight the SPLM/A-IO, pushing the government to make concessions in favor of Yau Yau at the expense of key government actors in Jonglei state.""",APP,,,,,,,,,,,,,,,,,
2013,136,multilateral,,South Sudan,,SSD,nonstate,western,PAX,,South Sudan,SSD,N,Equatorian Church Leaders,,,0,0,0,0,0,0,0,1,0,0,0,,"""A mediation team of three nationally respected church officials from Equatoria – namely Catholic bishop Paride Taban, along with Bishop Paul Benjamin Yugusuk of the Episcopal Church and Bishop Arkanjelo Wani Lemi of the African Inland Church – was initiated at a meeting in Addis Ababa in August 2013. This mediation effort, dubbed the Church Leaders’ Mediation Initiative (CLMI), was supported by the Dutch NGO PAX and also received logistical support from Norwegian Church Aid and UNMISS. During the meeting in Addis Ababa in August 2013, the bishops agreed with representatives of the SSDM/A-Cobra Faction to enter into negotiations with the government. With President Kiir’s blessing, the bishops and the Presbyterian Murle pastor Orozu Lokine subsequently met with Yau Yau in Kongor in September 2013. The onset of the civil war between the South Sudanese government and the Sudan People’s Liberation Army/Movement-In Opposition (SPLM/A-IO) strengthened the government’s commitment to a deal with Yau Yau as the government needed soldiers to fight the SPLM/A-IO, pushing the government to make concessions in favor of Yau Yau at the expense of key government actors in Jonglei state.""",APP,The term 'other' refers to PAX's support of the Equatorian Church Leaders' mediation efforts.,,,,,,,,,,,,,,,,
2013,136,multilateral,,South Sudan,,SSD,nonstate,western,Norwegian Church Aid,,South Sudan,SSD,N,Equatorian Church Leaders,,,0,0,0,0,0,0,0,1,0,0,0,,"""A mediation team of three nationally respected church officials from Equatoria – namely Catholic bishop Paride Taban, along with Bishop Paul Benjamin Yugusuk of the Episcopal Church and Bishop Arkanjelo Wani Lemi of the African Inland Church – was initiated at a meeting in Addis Ababa in August 2013. This mediation effort, dubbed the Church Leaders’ Mediation Initiative (CLMI), was supported by the Dutch NGO PAX and also received logistical support from Norwegian Church Aid and UNMISS. During the meeting in Addis Ababa in August 2013, the bishops agreed with representatives of the SSDM/A-Cobra Faction to enter into negotiations with the government. With President Kiir’s blessing, the bishops and the Presbyterian Murle pastor Orozu Lokine subsequently met with Yau Yau in Kongor in September 2013. The onset of the civil war between the South Sudanese government and the Sudan People’s Liberation Army/Movement-In Opposition (SPLM/A-IO) strengthened the government’s commitment to a deal with Yau Yau as the government needed soldiers to fight the SPLM/A-IO, pushing the government to make concessions in favor of Yau Yau at the expense of key government actors in Jonglei state.""",APP,The term 'other' refers to Norwegian Church Aid's logistical support to the Equatorian Church Leaders' mediation efforts.,,,,,,,,,,,,,,,,
2013,136,multilateral,,South Sudan,,SSD,global,international,UN,,South Sudan,SSD,N,Equatorian Church Leaders,,,0,0,0,0,0,0,0,1,0,0,0,,"""A mediation team of three nationally respected church officials from Equatoria – namely Catholic bishop Paride Taban, along with Bishop Paul Benjamin Yugusuk of the Episcopal Church and Bishop Arkanjelo Wani Lemi of the African Inland Church – was initiated at a meeting in Addis Ababa in August 2013. This mediation effort, dubbed the Church Leaders’ Mediation Initiative (CLMI), was supported by the Dutch NGO PAX and also received logistical support from Norwegian Church Aid and UNMISS. During the meeting in Addis Ababa in August 2013, the bishops agreed with representatives of the SSDM/A-Cobra Faction to enter into negotiations with the government. With President Kiir’s blessing, the bishops and the Presbyterian Murle pastor Orozu Lokine subsequently met with Yau Yau in Kongor in September 2013. The onset of the civil war between the South Sudanese government and the Sudan People’s Liberation Army/Movement-In Opposition (SPLM/A-IO) strengthened the government’s commitment to a deal with Yau Yau as the government needed soldiers to fight the SPLM/A-IO, pushing the government to make concessions in favor of Yau Yau at the expense of key government actors in Jonglei state.""",APP,The term 'other' refers to UNMISS's logistical support to the Equatorian Church Leaders' mediation efforts.,,,,,,,,,,,,,,,,
2013,138,unilateral,,South Sudan,,SSD,nonstate,african,Shilluk reth,,South Sudan,SSD,N,Shilluk reth,,,0,1,0,0,0,0,0,0,0,0,0,,"""The SSDM/A led by Olony accepted a ceasefire and an amnesty by the government following mediation by the Shilluk reth (King) in June 2013. Negotiations on the terms of integrating the SSDM/A fighters into the national army subsequently continued in July and August 2013.""",APP,,,,,,,,,,,,,,,,,
2013,139,unilateral,,South Sudan,,SSD,nonstate,african,Shilluk reth,,South Sudan,SSD,N,Shilluk reth,,,0,1,0,0,0,0,0,0,0,0,0,,"""Negotiations on the terms of integrating the SSDM/A fighters into the national army subsequently continued in July and August 2013.""",APP,,,,,,,,,,,,,,,,,
2013,140,unilateral,,South Sudan,,SSD,nonstate,african,Shilluk reth,,South Sudan,SSD,N,Shilluk reth,,,0,1,0,0,0,0,0,0,1,0,0,Integration of rebel leaders into national army,"""Following another round of negotiations in November 2013, President Kiir issued a decree on 25 November 2013 that confirmed the reintegration and commissioning of Major General Johnson Olony into the government forces. The SSDM/A remained loyal to the government until early 2015, when they defected to the SPLM/A-IO.""",APP,,,,,,,,,,,,,,,,,
2013,141,multilateral,,South Sudan,,SSD,regional,african,IGAD,,Sudan,SUD,R,IGAD,,,0,1,1,0,0,0,0,0,0,0,0,,"""The armed conflict between Sudan People’s Liberation Movement/Army - In Opposition (SPLM/A-IO) and the Government of South Sudan started in mid-December 2013, when two different factions within the Presidential guard clashed in Juba. One faction was loyal to President Salva Kiir, while the other faction was loyal to the former vice-president Riek Machar. Machar had been ousted from the government in July 2013. In mid-December, President Kiir accused Riek Machar of conducting a coup d’état, but this accusation later proved to be unsubstantiated. The accusation is widely seen as a pretext for crack down on Machar and pushing all Nuer troops out of Juba, after which Nuer civilians were targeted. Armed clashes between the conflict parties quickly spread to other areas, in particular to Bor, Malakal, and Bentiu. In response to the armed conflict, Salva Kiir also detained a group of eleven high-profile individuals, accusing them of conspiring with Riek Machar to overthrow the government. The political prisoners were all senior SPLM/A party members who had begun to openly criticize the president in 2013. This group has commonly been referred to as the “former detainees” after the first seven were released in January 2013 and the remaining four were released in in May 2014. As soon as the war broke out, Uganda intervened in the civil war in support of the South Sudanese government, while Sudan supported the SPLM/A-IO with weapons and ammunition. A delegation from the Inter-Governmental Authority on Development (IGAD), which had mediated an end to the civil war in Sudan in 2005, visited Juba between 19 to 21 December 2013 for pre-negotiations with President Kiir and other relevant stakeholders to obtain a first-hand understanding of the crisis, to explore possible ways to resolve the crisis, and to make the conflict parties agree on official negotiations. This IGAD delegation was supported by the UN and the AU.""",APP,,,,,,,,,,,,,,,,,
2013,141,multilateral,,South Sudan,,SSD,global,international,UN,,Sudan,SUD,R,IGAD,,,0,0,0,0,0,0,0,1,0,0,0,,"""The armed conflict between Sudan People’s Liberation Movement/Army - In Opposition (SPLM/A-IO) and the Government of South Sudan started in mid-December 2013, when two different factions within the Presidential guard clashed in Juba. One faction was loyal to President Salva Kiir, while the other faction was loyal to the former vice-president Riek Machar. Machar had been ousted from the government in July 2013. In mid-December, President Kiir accused Riek Machar of conducting a coup d’état, but this accusation later proved to be unsubstantiated. The accusation is widely seen as a pretext for crack down on Machar and pushing all Nuer troops out of Juba, after which Nuer civilians were targeted. Armed clashes between the conflict parties quickly spread to other areas, in particular to Bor, Malakal, and Bentiu. In response to the armed conflict, Salva Kiir also detained a group of eleven high-profile individuals, accusing them of conspiring with Riek Machar to overthrow the government. The political prisoners were all senior SPLM/A party members who had begun to openly criticize the president in 2013. This group has commonly been referred to as the “former detainees” after the first seven were released in January 2013 and the remaining four were released in in May 2014. As soon as the war broke out, Uganda intervened in the civil war in support of the South Sudanese government, while Sudan supported the SPLM/A-IO with weapons and ammunition. A delegation from the Inter-Governmental Authority on Development (IGAD), which had mediated an end to the civil war in Sudan in 2005, visited Juba between 19 to 21 December 2013 for pre-negotiations with President Kiir and other relevant stakeholders to obtain a first-hand understanding of the crisis, to explore possible ways to resolve the crisis, and to make the conflict parties agree on official negotiations. This IGAD delegation was supported by the UN and the AU.""",APP,The term 'other' refers to the AU's support of IGAD's mediation efforts.,,,,,,,,,,,,,,,,
